Afghanistan Fixed - Other,93,0.18
Afghanistan Mobile - AT,9375,0.1585
Afghanistan Mobile - AWCC,9370,0.1255
Afghanistan Mobile - AWCC,9371,0.1255
Afghanistan Mobile - Etisalat,9373,0.1425
Afghanistan Mobile - Etisalat,9378,0.1425
Afghanistan Mobile - MTN,9376,0.125
Afghanistan Mobile - MTN,9377,0.125
Afghanistan Mobile - Other Carriers,937,0.171
Afghanistan Mobile - Roshan,9372,0.159
Afghanistan Mobile - Roshan,9379,0.159
Afghanistan Mobile - Salam,9374,0.1785
